933;hintergangen;12;1
934;geleitet;8;1
935;freuden;7;1
936;liedern;7;1
937;pauken;6;1
938;harfen;6;1
939;küssen;6;1
940;töricht;7;1
941;antun;5;1
942;weggezogen;10;1
943;sehntest;8;1
944;würdest;7;1
945;findest;7;1
946;nimms;5;1
947;kamelsattel;11;1
948;betastete;9;1
949;aufstehen;9;1
950;schalt;6;1
951;übles;5;1
952;hitzig;6;1
953;fehlgeburt;10;1
954;ersetzen;8;1
955;fordertest;10;1
956;mochte;6;1
957;rechtes;7;1
958;gesprochen;10;1
959;habena;6;1
960;leset;5;1
961;steinhaufen;11;1
962;jegarsahaduta;13;1
963;mizpa;5;1
964;wache;5;1
965;späher;6;1
966;voneinander;11;1
967;spähort;7;1
968;bedrückst;9;1
969;nimmst;6;1
970;vorüberziehe;12;1
971;vorüberziehest;14;1
972;böser;5;1
973;absicht;7;1
974;rüstet;6;1
975;begegnung;9;1
976;verszählung;11;1
977;begegneten;10;1
978;heerlager;9;1
979;mahanajim;9;1
980;gebiet;6;1
981;fremde;6;1
982;ausgesandt;10;1
983;anzusagen;9;1
984;bange;5;1
985;entrinnen;9;1
986;errette;7;1
987;schlage;7;1
988;mütter;6;1
989;junge;5;1
990;fragt;5;1
991;gehörst;7;1
992;hertreibst;10;1
993;ebenso;6;1
994;nachgingen;10;1
995;versöhnen;9;1
996;hergeht;7;1
997;annehmen;8;1
998;kampf;5;1
999;neuer;5;1
1000;furt;4;1
1001;hinüberkam;10;1
1002;rang;4;1
1003;anbrach;7;1
1004;übermochte;10;1
1005;ringen;6;1
1006;verrenkt;8;1
1007;bricht;6;1
1008;segnest;7;1
1009;fragst;6;1
1010;gerettet;8;1
1011;vorüberkam;10;1
1012;hinkte;6;1
1013;israeliten;10;1
1014;muskelstück;11;1
1015;muskel;6;1
1016;versöhnung;10;1
1017;verteilte;9;1
1018;leibmägde;9;1
1019;vornean;7;1
1020;dahinter;8;1
1021;zuletzt;7;1
1022;weinten;7;1
1023;segensgabe;10;1
1024;zugebracht;10;1
1025;fortziehen;10;1
1026;zarte;5;1
1027;übertrieben;11;1
1028;gemächlich;10;1
1029;hintennach;10;1
1030;nötig;5;1
1031;wiederum;8;1
1032;siedelt;7;1
1033;wohlbehalten;12;1
1034;lagerte;7;1
1035;hamors;6;1
1036;goldstücke;10;1
1037;blutbad;7;1
1038;hiwiters;8;1
1039;hing;4;1
1040;verdroß;7;1
1041;begangen;8;1
1042;sehnt;5;1
1043;verschwägert;12;1
1044;wohnt;5;1
1045;ansässig;8;1
1046;fordert;7;1
1047;getrost;7;1
1048;brautpreis;10;1
1049;ihrs;4;1
1050;verlangt;8;1
1051;hinterhältig;12;1
1052;unbeschnittenen;15;1
1053;schande;7;1
1054;einwilligen;11;1
1055;davonziehen;11;1
1056;gefallen;8;1
1057;bürgern;7;1
1058;friedsam;8;1
1059;schmerzen;9;1
1060;überfielen;10;1
1061;friedliche;10;1
1062;schärfe;7;1
1063;schwerts;8;1
1064;erschlagenen;12;1
1065;häusern;7;1
1066;gestürzt;8;1
1067;bewohnern;9;1
1068;kanaanitern;11;1
1069;perisitern;10;1
1070;wenige;6;1
1071;flohest;7;1
1072;reinigt;7;1
1073;wechselt;8;1
1074;ohrringe;8;1
1075;vergrub;7;1
1076;gottesschrecken;15;1
1077;nachjagten;10;1
1078;elbethel;8;1
1079;offenbart;9;1
1080;debora;6;1
1081;klageeiche;10;1
1082;steinernes;10;1
1083;trankopfer;10;1
1084;begoß;5;1
1085;wehmutter;9;1
1086;diesmal;7;1
1087;entwich;7;1
1088;benoni;6;1
1089;unglücks;8;1
1090;glücks;6;1
1091;grabmal;7;1
1092;migdaleder;10;1
1093;s;1;1
1094;ebulon;6;1
1095;heimkehr;8;1
1096;gelebt;6;1
1097;hundertundachtzig;17;1
1098;horiters;8;1
1099;vermochte;9;1
1100;ernähren;8;1
1101;viehs;5;1
1102;adas;4;1
1103;basemats;8;1
1104;zefo;4;1
1105;reguël;6;1
1106;oholibamas;10;1
1107;hori;4;1
1108;hemam;5;1
1109;alwan;5;1
1110;manahat;7;1
1111;ebal;4;1
1112;schefi;6;1
1113;onam;4;1
1114;ajja;4;1
1115;steppe;6;1
1116;warmen;6;1
1117;quellen;7;1
1118;dischons;8;1
1119;hemdan;6;1
1120;eschban;7;1
1121;jitran;6;1
1122;keran;5;1
1123;ezers;5;1
1124;saawan;6;1
1125;akan;4;1
1126;dischans;8;1
1127;aran;4;1
1128;dischan;7;1
1129;regiert;7;1
1130;dinhaba;7;1
1131;serachs;7;1
1132;bozra;5;1
1133;temaniter;9;1
1134;bedads;6;1
1135;awit;4;1
1136;regierte;8;1
1137;masreka;7;1
1138;rehobot;7;1
1139;hadar;5;1
1140;pagu;4;1
1141;mehetabel;9;1
1142;matreds;7;1
1143;mesahabs;8;1
1144;orten;5;1
1145;alwa;4;1
1146;jetet;5;1
1147;ela;3;1
1148;pinon;5;1
1149;mibzar;6;1
1150;magdïl;6;1
1151;iram;4;1
1152;wohnsitzen;10;1
1153;erblande;8;1
1154;stammvater;10;1
1155;siebzehn;8;1
1156;gehilfe;7;1
1157;schlechtes;10;1
1158;alters;6;1
1159;freundliches;12;1
1160;banden;6;1
1161;stellten;8;1
1162;ringsumher;10;1
1163;traumes;7;1
1164;mond;4;1
1165;niederfallen;12;1
1166;neidisch;8;1
1167;behielt;7;1
1168;hingegangen;11;1
1169;verhält;7;1
1170;umherirrte;10;1
1171;wen;3;1
1172;suchst;6;1
1173;anschlag;8;1
1174;töteten;7;1
1175;träumer;7;1
1176;werfen;6;1
1177;tötena;6;1
1178;vergießt;8;1
1179;werft;5;1
1180;anhatte;7;1
1181;warfen;6;1
1182;karawane;8;1
1183;kostbares;9;1
1184;hilfts;6;1
1185;vergreifen;10;1
1186;midianitischen;14;1
1187;kaufleute;9;1
1188;vorüberkamen;12;1
1189;schlachteten;12;1
1190;tauchten;8;1
1191;schickten;9;1
1192;reißendes;9;1
1193;härenes;7;1
1194;tuch;4;1
1195;lenden;6;1
1196;hinunterfahren;14;1
1197;hinabzog;8;1
1198;gesellte;8;1
1199;kanaaniters;11;1
1200;kesib;5;1
1201;schwagerehe;11;1
1202;schaffest;9;1
1203;witwe;5;1
1204;ausgetrauert;12;1
1205;freunde;7;1
1206;deckte;6;1
1207;verdeckt;8;1
1208;sendest;7;1
1209;zurückholte;11;1
1210;behalten;8;1
1211;geraten;7;1
1212;bock;4;1
1213;monaten;7;1
1214;hurerei;7;1
1215;führt;5;1
1216;verbrannt;9;1
1217;hinausführte;12;1
1218;erkennst;8;1
1219;gehören;7;1
1220;herausgekommen;14;1
1221;hineinzog;9;1
1222;riß;3;1
1223;gerissen;8;1
1224;potifars;8;1
1225;ägyptischer;11;1
1226;oberster;8;1
1227;hinabgebracht;13;1
1228;glückte;7;1
1229;glücken;7;1
1230;hübsch;6;1
1231;kümmert;7;1
1232;vorenthalten;12;1
1233;solch;5;1
1234;sündigena;9;1
1235;bedrängte;9;1
1236;täglich;7;1
1237;erwischte;9;1
1238;entfloh;7;1
1239;heimkam;7;1
1240;ebendieselben;13;1
1241;hebräische;10;1
1242;gefangene;9;1
1243;mundschenk;10;1
1244;versündigten;12;1
1245;saßen;5;1
1246;eigener;7;1
1247;bedeutung;9;1
1248;hineinkam;9;1
1249;auslege;7;1
1250;aauslegen;9;1
1251;erzählt;7;1
1252;grünte;6;1
1253;blühte;6;1
1254;trauben;7;1
1255;beeren;6;1
1256;zerdrückte;10;1
1257;reben;5;1
1258;gebest;6;1
1259;warst;5;1
1260;wohlgeht;8;1
1261;bringst;7;1
1262;worden;6;1
1263;weswegen;8;1
1264;trüge;5;1
1265;feinem;6;1
